order_id,user_id,order_date,product_id,product_category,product_name,quantity,price_per_unit,payment_method,order_status,total_order_value,running_total
1301,U063,2025-04-19,P610,Fashion,Jeans,2,53.26,PayPal,Processing,55205.36000000007,15179.650000000021
1137,U021,2025-04-10,P543,Home Decor,Lamp,4,53.3,UPI,Cancelled,55205.36000000007,15232.95000000002
1118,U086,2025-04-05,P560,Electronics,USB-C Cable,4,53.4,PayPal,Processing,55205.36000000007,15286.35000000002
1400,U075,2025-04-17,P178,Electronics,Bluetooth Headphones,5,53.47,Debit Card,Delivered,55205.36000000007,15339.82000000002
1006,U017,2025-04-15,P328,Kitchen,Knife Set,4,53.51,Credit Card,Returned,55205.36000000007,15393.33000000002
1647,U154,2025-04-18,P661,Fashion,Jacket,3,53.55,Credit Card,Returned,55205.36000000007,15446.88000000002
1264,U185,2025-04-24,P781,Electronics,USB-C Cable,4,53.58,Debit Card,Cancelled,55205.36000000007,15500.46000000002
1667,U074,2025-04-25,P426,Kitchen,Knife Set,5,53.58,Debit Card,Delivered,55205.36000000007,15554.040000000019
1952,U160,2025-05-02,P993,Kitchen,Cutting Board,3,53.61,Debit Card,Returned,55205.36000000007,15607.65000000002
1553,U176,2025-05-03,P562,Electronics,USB-C Cable,2,53.66,UPI,Delivered,55205.36000000007,15661.31000000002
1739,U048,2025-04-27,P629,Electronics,Smartwatch,1,53.66,PayPal,Processing,55205.36000000007,15714.97000000002
1234,U031,2025-04-26,P479,Kitchen,Knife Set,2,53.68,Credit Card,Cancelled,55205.36000000007,15768.65000000002
1259,U146,2025-05-01,P939,Fashion,Jeans,1,53.69,Credit Card,Returned,55205.36000000007,15822.34000000002
1243,U179,2025-05-01,P664,Kitchen,Cutting Board,3,53.72,Credit Card,Returned,55205.36000000007,15876.06000000002
1893,U094,2025-04-10,P138,Kitchen,Cutting Board,5,53.73,UPI,Returned,55205.36000000007,15929.790000000019
1474,U049,2025-04-11,P497,Home Decor,Wall Clock,4,53.95,PayPal,Processing,55205.36000000007,15983.74000000002
1573,U028,2025-04-07,P348,Electronics,Wireless Mouse,2,53.99,PayPal,Delivered,55205.36000000007,16037.73000000002
1754,U154,2025-04-05,P458,Kitchen,Knife Set,4,54.01,UPI,Returned,55205.36000000007,16091.74000000002
1737,U051,2025-04-24,P630,Books,Big Data Explained,5,54.02,Debit Card,Processing,55205.36000000007,16145.76000000002
1751,U116,2025-04-11,P410,Home Decor,Wall Clock,1,54.04,Debit Card,Cancelled,55205.36000000007,16199.800000000021
1466,U131,2025-04-15,P438,Electronics,Power Bank,1,54.06,UPI,Processing,55205.36000000007,16253.86000000002
1056,U127,2025-04-09,P390,Books,Big Data Explained,5,54.08,Credit Card,Returned,55205.36000000007,16307.94000000002
1899,U196,2025-04-14,P207,Kitchen,Toaster,1,54.27,Credit Card,Processing,55205.36000000007,16362.210000000021
1830,U099,2025-04-13,P923,Fashion,Sneakers,4,54.49,UPI,Delivered,55205.36000000007,16416.700000000023
1034,U016,2025-04-23,P948,Home Decor,Wall Clock,3,54.5,UPI,Returned,55205.36000000007,16471.200000000023
1880,U129,2025-04-05,P522,Books,AI Revolution,5,54.59,UPI,Cancelled,55205.36000000007,16525.790000000023
1953,U048,2025-05-02,P103,Home Decor,Cushion Cover,2,54.61,PayPal,Cancelled,55205.36000000007,16580.400000000023
1556,U017,2025-04-06,P998,Kitchen,Knife Set,5,54.66,PayPal,Processing,55205.36000000007,16635.060000000023
1629,U124,2025-04-09,P691,Kitchen,Blender,1,54.72,PayPal,Cancelled,55205.36000000007,16689.780000000024
1016,U025,2025-04-24,P713,Electronics,Smartwatch,2,54.77,UPI,Returned,55205.36000000007,16744.550000000025
1284,U180,2025-05-02,P276,Books,Clean Code,2,54.78,PayPal,Delivered,55205.36000000007,16799.330000000024
1067,U104,2025-05-02,P406,Fashion,Jacket,3,54.89,Credit Card,Processing,55205.36000000007,16854.220000000023
1430,U061,2025-04-21,P960,Books,Big Data Explained,2,54.92,PayPal,Returned,55205.36000000007,16909.14000000002
1966,U024,2025-04-05,P218,Kitchen,Blender,3,54.93,UPI,Delivered,55205.36000000007,16964.07000000002
1123,U014,2025-04-23,P723,Electronics,Bluetooth Headphones,1,54.99,Credit Card,Processing,55205.36000000007,17019.060000000023
1432,U012,2025-04-29,P915,Books,AI Revolution,1,55.14,Credit Card,Cancelled,55205.36000000007,17074.200000000023
1238,U028,2025-04-24,P234,Home Decor,Wall Art,2,55.22,Debit Card,Processing,55205.36000000007,17129.420000000024
1526,U171,2025-05-03,P777,Books,AI Revolution,1,55.26,UPI,Delivered,55205.36000000007,17184.680000000022
1663,U011,2025-04-06,P700,Electronics,USB-C Cable,1,55.32,Debit Card,Processing,55205.36000000007,17240.000000000022
1599,U169,2025-04-06,P861,Electronics,Power Bank,3,55.64,Credit Card,Returned,55205.36000000007,17295.64000000002
1870,U045,2025-04-13,P166,Books,Clean Code,2,55.65,Credit Card,Returned,55205.36000000007,17351.290000000023
1878,U119,2025-04-22,P830,Home Decor,Wall Clock,1,55.91,Credit Card,Delivered,55205.36000000007,17407.200000000023
1728,U148,2025-04-12,P427,Electronics,Power Bank,3,55.95,UPI,Cancelled,55205.36000000007,17463.150000000023
1908,U125,2025-04-30,P511,Fashion,Sunglasses,1,55.96,UPI,Delivered,55205.36000000007,17519.110000000022
1244,U078,2025-05-02,P103,Home Decor,Lamp,5,56.06,PayPal,Processing,55205.36000000007,17575.170000000024
1020,U159,2025-04-16,P859,Kitchen,Blender,4,56.08,UPI,Processing,55205.36000000007,17631.250000000025
1678,U195,2025-04-08,P583,Fashion,T-Shirt,4,56.22,Debit Card,Processing,55205.36000000007,17687.470000000027
1669,U105,2025-04-23,P479,Electronics,USB-C Cable,3,56.42,Credit Card,Returned,55205.36000000007,17743.890000000025
1064,U152,2025-04-28,P133,Home Decor,Wall Clock,3,56.43,UPI,Processing,55205.36000000007,17800.320000000025
1107,U120,2025-04-29,P231,Kitchen,Microwave,5,56.9,Credit Card,Returned,55205.36000000007,17857.220000000027
1024,U001,2025-04-09,P960,Books,Spark for Dummies,3,56.91,PayPal,Returned,55205.36000000007,17914.130000000026
1690,U172,2025-04-18,P176,Fashion,Sunglasses,1,57.16,Debit Card,Processing,55205.36000000007,17971.290000000026
1053,U090,2025-04-17,P374,Kitchen,Cutting Board,5,57.21,Credit Card,Processing,55205.36000000007,18028.500000000025
1322,U123,2025-04-29,P986,Kitchen,Blender,5,57.25,PayPal,Processing,55205.36000000007,18085.750000000025
1241,U141,2025-04-11,P465,Kitchen,Toaster,4,57.43,Debit Card,Delivered,55205.36000000007,18143.180000000026
1747,U134,2025-04-04,P687,Fashion,T-Shirt,3,57.5,PayPal,Processing,55205.36000000007,18200.680000000026
1059,U168,2025-04-20,P208,Electronics,Smartwatch,3,57.53,UPI,Delivered,55205.36000000007,18258.210000000025
1584,U132,2025-04-29,P735,Kitchen,Blender,5,57.54,PayPal,Processing,55205.36000000007,18315.750000000025
1218,U175,2025-04-30,P704,Books,Data Engineering 101,4,57.6,PayPal,Delivered,55205.36000000007,18373.350000000024
1079,U075,2025-04-11,P258,Kitchen,Microwave,5,57.66,Debit Card,Processing,55205.36000000007,18431.010000000024
1103,U193,2025-04-29,P131,Home Decor,Wall Clock,3,57.7,PayPal,Returned,55205.36000000007,18488.710000000025
1787,U046,2025-05-03,P279,Electronics,Bluetooth Headphones,5,57.7,Credit Card,Cancelled,55205.36000000007,18546.410000000025
1765,U024,2025-04-21,P952,Books,Clean Code,5,57.88,PayPal,Delivered,55205.36000000007,18604.290000000026
1207,U013,2025-04-14,P484,Fashion,Jeans,2,57.97,Credit Card,Processing,55205.36000000007,18662.260000000028
1875,U166,2025-04-04,P621,Books,AI Revolution,2,58.15,PayPal,Returned,55205.36000000007,18720.41000000003
1864,U081,2025-04-24,P918,Home Decor,Wall Art,1,58.25,UPI,Processing,55205.36000000007,18778.66000000003
1971,U074,2025-04-07,P758,Electronics,USB-C Cable,3,58.31,Debit Card,Processing,55205.36000000007,18836.97000000003
1365,U138,2025-05-03,P286,Home Decor,Wall Clock,2,58.32,Credit Card,Processing,55205.36000000007,18895.29000000003
1042,U144,2025-04-14,P191,Kitchen,Microwave,1,58.35,Credit Card,Cancelled,55205.36000000007,18953.64000000003
1267,U076,2025-04-20,P203,Fashion,Sneakers,2,58.4,Debit Card,Cancelled,55205.36000000007,19012.04000000003
1001,U188,2025-04-20,P940,Fashion,Sneakers,2,58.53,PayPal,Cancelled,55205.36000000007,19070.57000000003
1139,U086,2025-04-06,P869,Books,Spark for Dummies,5,58.72,Credit Card,Delivered,55205.36000000007,19129.29000000003
1569,U118,2025-04-15,P429,Electronics,Smartwatch,5,58.73,PayPal,Cancelled,55205.36000000007,19188.02000000003
1755,U162,2025-04-04,P392,Fashion,Jeans,5,58.82,PayPal,Cancelled,55205.36000000007,19246.84000000003
1984,U182,2025-04-19,P820,Fashion,T-Shirt,4,58.97,Credit Card,Cancelled,55205.36000000007,19305.81000000003
1841,U075,2025-04-13,P585,Home Decor,Photo Frame,2,58.98,Credit Card,Delivered,55205.36000000007,19364.79000000003
1481,U108,2025-04-05,P372,Electronics,Bluetooth Headphones,3,59,Credit Card,Delivered,55205.36000000007,19423.79000000003
1858,U060,2025-04-26,P445,Kitchen,Cutting Board,3,59.01,UPI,Returned,55205.36000000007,19482.80000000003
1417,U160,2025-04-15,P409,Electronics,Smartwatch,3,59.02,Credit Card,Cancelled,55205.36000000007,19541.82000000003
1248,U149,2025-04-22,P988,Fashion,Jeans,2,59.11,UPI,Returned,55205.36000000007,19600.93000000003
1934,U001,2025-04-11,P855,Kitchen,Toaster,4,59.19,Credit Card,Delivered,55205.36000000007,19660.120000000028
1208,U167,2025-04-19,P149,Electronics,Bluetooth Headphones,2,59.2,UPI,Delivered,55205.36000000007,19719.32000000003
1910,U007,2025-04-18,P692,Books,Data Engineering 101,4,59.33,PayPal,Processing,55205.36000000007,19778.65000000003
1130,U032,2025-04-14,P948,Electronics,Power Bank,5,59.34,Debit Card,Processing,55205.36000000007,19837.99000000003
1731,U164,2025-04-23,P994,Home Decor,Lamp,1,59.5,UPI,Returned,55205.36000000007,19897.49000000003
1428,U052,2025-04-23,P312,Books,Data Engineering 101,1,59.54,UPI,Processing,55205.36000000007,19957.03000000003
1098,U044,2025-04-25,P349,Electronics,Bluetooth Headphones,3,59.76,PayPal,Processing,55205.36000000007,20016.79000000003
1454,U094,2025-04-05,P320,Fashion,T-Shirt,3,59.81,PayPal,Cancelled,55205.36000000007,20076.60000000003
1317,U095,2025-04-27,P225,Electronics,Wireless Mouse,2,59.98,PayPal,Processing,55205.36000000007,20136.58000000003
1505,U088,2025-04-24,P308,Kitchen,Blender,1,60.07,UPI,Cancelled,55205.36000000007,20196.65000000003
1476,U121,2025-04-15,P803,Books,Big Data Explained,4,60.09,PayPal,Cancelled,55205.36000000007,20256.74000000003
1433,U104,2025-04-11,P792,Kitchen,Microwave,1,60.12,Debit Card,Delivered,55205.36000000007,20316.86000000003
1039,U020,2025-04-19,P834,Fashion,Sneakers,4,60.17,UPI,Returned,55205.36000000007,20377.030000000028
1196,U059,2025-04-12,P155,Home Decor,Wall Art,5,60.18,PayPal,Cancelled,55205.36000000007,20437.21000000003
1576,U192,2025-04-21,P536,Home Decor,Lamp,3,60.21,Debit Card,Cancelled,55205.36000000007,20497.420000000027
1936,U142,2025-04-16,P474,Kitchen,Microwave,2,60.33,Debit Card,Processing,55205.36000000007,20557.75000000003
1240,U120,2025-04-05,P684,Books,Big Data Explained,5,60.49,UPI,Delivered,55205.36000000007,20618.24000000003
1369,U138,2025-04-21,P412,Kitchen,Knife Set,1,60.68,UPI,Processing,55205.36000000007,20678.92000000003
1174,U124,2025-04-19,P765,Kitchen,Knife Set,1,60.69,PayPal,Cancelled,55205.36000000007,20739.61000000003
1224,U010,2025-04-06,P748,Kitchen,Microwave,2,60.9,Debit Card,Returned,55205.36000000007,20800.51000000003
1336,U166,2025-04-25,P695,Books,Big Data Explained,4,60.9,PayPal,Processing,55205.36000000007,20861.410000000033
1015,U184,2025-04-11,P930,Fashion,Sunglasses,1,61,UPI,Cancelled,55205.36000000007,20922.410000000033
1171,U163,2025-04-21,P353,Kitchen,Cutting Board,3,61.11,Debit Card,Processing,55205.36000000007,20983.520000000033
1386,U148,2025-04-10,P257,Home Decor,Wall Clock,4,61.21,PayPal,Processing,55205.36000000007,21044.730000000032
1715,U030,2025-04-04,P799,Fashion,T-Shirt,2,61.33,Credit Card,Cancelled,55205.36000000007,21106.060000000034
1258,U015,2025-04-04,P728,Fashion,Jacket,2,61.34,UPI,Returned,55205.36000000007,21167.400000000034
1702,U114,2025-04-09,P858,Electronics,Bluetooth Headphones,1,61.4,Credit Card,Returned,55205.36000000007,21228.800000000036
1721,U142,2025-04-18,P853,Electronics,Bluetooth Headphones,2,61.46,Debit Card,Processing,55205.36000000007,21290.260000000035
1691,U195,2025-04-16,P421,Kitchen,Blender,1,61.59,UPI,Processing,55205.36000000007,21351.850000000035
1404,U027,2025-05-01,P354,Home Decor,Wall Art,4,61.62,PayPal,Cancelled,55205.36000000007,21413.470000000034
1850,U058,2025-04-20,P690,Kitchen,Knife Set,5,61.64,UPI,Delivered,55205.36000000007,21475.110000000033
1305,U198,2025-04-14,P306,Books,Data Engineering 101,1,61.66,UPI,Processing,55205.36000000007,21536.770000000033
1613,U093,2025-04-25,P695,Electronics,USB-C Cable,1,61.67,Debit Card,Returned,55205.36000000007,21598.44000000003
1734,U144,2025-04-04,P513,Books,Clean Code,4,61.68,Debit Card,Delivered,55205.36000000007,21660.12000000003
1549,U189,2025-04-22,P131,Fashion,Jeans,3,61.81,Debit Card,Returned,55205.36000000007,21721.930000000033
1498,U036,2025-04-06,P265,Books,Big Data Explained,4,62,UPI,Processing,55205.36000000007,21783.930000000033
1311,U140,2025-04-19,P917,Books,AI Revolution,5,62.01,PayPal,Delivered,55205.36000000007,21845.94000000003
1792,U057,2025-04-26,P181,Fashion,Sunglasses,2,62.01,Debit Card,Cancelled,55205.36000000007,21907.95000000003
1378,U049,2025-04-08,P486,Kitchen,Cutting Board,1,62.03,PayPal,Processing,55205.36000000007,21969.98000000003
1593,U067,2025-04-13,P982,Electronics,Bluetooth Headphones,1,62.03,UPI,Cancelled,55205.36000000007,22032.010000000028
1445,U090,2025-04-09,P244,Kitchen,Cutting Board,1,62.06,PayPal,Returned,55205.36000000007,22094.07000000003
1073,U015,2025-05-03,P201,Fashion,Sunglasses,5,62.2,Debit Card,Returned,55205.36000000007,22156.27000000003
1479,U155,2025-04-05,P584,Home Decor,Wall Art,4,62.21,Debit Card,Delivered,55205.36000000007,22218.48000000003
1793,U139,2025-04-30,P452,Books,Big Data Explained,1,62.27,PayPal,Processing,55205.36000000007,22280.75000000003
1956,U135,2025-04-24,P445,Kitchen,Knife Set,2,62.27,Debit Card,Processing,55205.36000000007,22343.02000000003
1050,U137,2025-04-24,P994,Fashion,Jeans,2,62.31,Credit Card,Delivered,55205.36000000007,22405.33000000003
1124,U049,2025-04-25,P809,Fashion,Jacket,4,62.31,Credit Card,Delivered,55205.36000000007,22467.640000000032
1558,U088,2025-04-26,P203,Kitchen,Cutting Board,4,62.38,PayPal,Processing,55205.36000000007,22530.020000000033
1808,U061,2025-04-17,P636,Kitchen,Knife Set,4,62.5,Credit Card,Delivered,55205.36000000007,22592.520000000033
1964,U143,2025-04-12,P838,Home Decor,Wall Art,4,62.59,PayPal,Returned,55205.36000000007,22655.110000000033
1142,U061,2025-04-20,P387,Kitchen,Blender,1,62.61,Debit Card,Cancelled,55205.36000000007,22717.720000000034
1806,U171,2025-04-15,P962,Fashion,Sunglasses,1,62.7,Debit Card,Returned,55205.36000000007,22780.420000000035
1148,U158,2025-04-19,P305,Electronics,Wireless Mouse,5,62.77,Credit Card,Processing,55205.36000000007,22843.190000000035
1245,U044,2025-04-10,P781,Electronics,Smartwatch,3,62.79,UPI,Cancelled,55205.36000000007,22905.980000000036
1421,U152,2025-04-26,P480,Home Decor,Lamp,5,62.79,Credit Card,Returned,55205.36000000007,22968.770000000037
1606,U144,2025-04-06,P189,Fashion,Jeans,1,63.06,Credit Card,Cancelled,55205.36000000007,23031.830000000038
1088,U178,2025-04-04,P471,Books,Spark for Dummies,3,63.13,UPI,Cancelled,55205.36000000007,23094.96000000004
1189,U030,2025-04-14,P180,Fashion,Sunglasses,1,63.39,Debit Card,Delivered,55205.36000000007,23158.35000000004
1366,U140,2025-04-11,P225,Electronics,USB-C Cable,1,63.44,Debit Card,Processing,55205.36000000007,23221.790000000037
1214,U099,2025-04-22,P750,Home Decor,Photo Frame,3,63.61,Debit Card,Returned,55205.36000000007,23285.400000000038
1380,U136,2025-04-07,P358,Fashion,Sunglasses,4,63.86,PayPal,Returned,55205.36000000007,23349.26000000004
1962,U092,2025-04-12,P432,Electronics,Bluetooth Headphones,1,64.11,Debit Card,Cancelled,55205.36000000007,23413.37000000004
1853,U112,2025-04-29,P707,Home Decor,Photo Frame,4,64.14,UPI,Cancelled,55205.36000000007,23477.51000000004
1462,U092,2025-04-27,P707,Home Decor,Photo Frame,4,64.23,UPI,Delivered,55205.36000000007,23541.740000000038
1101,U100,2025-04-15,P511,Fashion,Sunglasses,5,64.28,Credit Card,Returned,55205.36000000007,23606.020000000037
1112,U037,2025-04-27,P701,Books,AI Revolution,5,64.73,PayPal,Delivered,55205.36000000007,23670.750000000036
1512,U023,2025-04-22,P120,Kitchen,Toaster,4,64.87,Credit Card,Returned,55205.36000000007,23735.620000000035
1471,U046,2025-04-18,P487,Home Decor,Photo Frame,4,64.9,PayPal,Cancelled,55205.36000000007,23800.520000000037
1705,U039,2025-04-23,P345,Books,Data Engineering 101,5,64.98,Credit Card,Cancelled,55205.36000000007,23865.500000000036
1603,U195,2025-04-23,P786,Books,Spark for Dummies,2,64.99,UPI,Cancelled,55205.36000000007,23930.490000000038
1582,U072,2025-04-10,P424,Home Decor,Wall Clock,2,65.05,PayPal,Processing,55205.36000000007,23995.540000000037
1837,U072,2025-04-09,P869,Home Decor,Wall Clock,1,65.12,Debit Card,Delivered,55205.36000000007,24060.660000000036
1990,U139,2025-04-26,P123,Kitchen,Toaster,5,65.27,PayPal,Cancelled,55205.36000000007,24125.930000000037
1459,U167,2025-04-13,P344,Electronics,USB-C Cable,3,65.3,PayPal,Cancelled,55205.36000000007,24191.230000000036
1482,U134,2025-04-19,P297,Books,Clean Code,5,65.47,UPI,Delivered,55205.36000000007,24256.700000000037
1757,U141,2025-04-05,P440,Home Decor,Wall Clock,4,65.5,PayPal,Cancelled,55205.36000000007,24322.200000000037
1701,U144,2025-04-14,P197,Fashion,Jacket,2,65.52,UPI,Processing,55205.36000000007,24387.720000000038
1661,U088,2025-04-26,P801,Books,Spark for Dummies,5,65.54,PayPal,Returned,55205.36000000007,24453.26000000004
1628,U046,2025-05-03,P879,Books,Big Data Explained,3,65.64,PayPal,Delivered,55205.36000000007,24518.900000000038
1974,U124,2025-05-01,P385,Electronics,Power Bank,4,66.26,PayPal,Delivered,55205.36000000007,24585.160000000036
1863,U038,2025-05-02,P193,Books,Clean Code,1,66.31,UPI,Delivered,55205.36000000007,24651.470000000038
1085,U197,2025-04-28,P688,Kitchen,Toaster,4,66.36,PayPal,Returned,55205.36000000007,24717.830000000038
1270,U136,2025-04-10,P271,Electronics,Wireless Mouse,1,66.37,Credit Card,Returned,55205.36000000007,24784.200000000037
1643,U153,2025-04-05,P551,Electronics,Wireless Mouse,3,66.38,UPI,Processing,55205.36000000007,24850.580000000038
1677,U078,2025-04-30,P252,Home Decor,Cushion Cover,2,66.44,PayPal,Cancelled,55205.36000000007,24917.020000000037
1550,U160,2025-05-01,P264,Books,AI Revolution,5,66.53,Credit Card,Returned,55205.36000000007,24983.550000000036
1261,U113,2025-04-09,P452,Kitchen,Blender,1,66.59,UPI,Cancelled,55205.36000000007,25050.140000000036
1164,U077,2025-04-05,P256,Books,Data Engineering 101,5,66.6,UPI,Returned,55205.36000000007,25116.740000000034
1409,U160,2025-04-04,P261,Kitchen,Blender,1,66.68,Debit Card,Cancelled,55205.36000000007,25183.420000000035
1544,U128,2025-04-27,P462,Fashion,Jeans,4,66.73,Debit Card,Delivered,55205.36000000007,25250.150000000034
1577,U085,2025-04-14,P687,Fashion,Sunglasses,3,66.91,Debit Card,Cancelled,55205.36000000007,25317.060000000034
1654,U087,2025-04-30,P708,Fashion,T-Shirt,1,66.92,UPI,Returned,55205.36000000007,25383.980000000032
1451,U001,2025-04-21,P681,Electronics,USB-C Cable,5,67,UPI,Processing,55205.36000000007,25450.980000000032
1862,U177,2025-04-22,P679,Books,Clean Code,4,67.33,Credit Card,Cancelled,55205.36000000007,25518.310000000034
1285,U005,2025-04-19,P614,Home Decor,Cushion Cover,4,67.34,Credit Card,Returned,55205.36000000007,25585.650000000034
1488,U199,2025-04-11,P491,Home Decor,Cushion Cover,3,67.39,Debit Card,Returned,55205.36000000007,25653.040000000034
1855,U066,2025-04-17,P356,Electronics,Power Bank,2,67.5,Debit Card,Processing,55205.36000000007,25720.540000000034
1794,U193,2025-04-20,P729,Kitchen,Cutting Board,2,67.6,UPI,Processing,55205.36000000007,25788.140000000032
1304,U195,2025-04-06,P374,Electronics,USB-C Cable,1,67.65,Credit Card,Cancelled,55205.36000000007,25855.790000000034
1280,U142,2025-05-01,P576,Kitchen,Cutting Board,5,67.84,Credit Card,Returned,55205.36000000007,25923.630000000034
1332,U120,2025-04-10,P666,Kitchen,Blender,1,67.91,PayPal,Delivered,55205.36000000007,25991.540000000034
1545,U007,2025-04-06,P582,Kitchen,Knife Set,5,67.94,Credit Card,Cancelled,55205.36000000007,26059.480000000032
1239,U033,2025-04-24,P632,Books,Data Engineering 101,5,68.1,Credit Card,Processing,55205.36000000007,26127.58000000003
1110,U078,2025-04-18,P233,Kitchen,Microwave,2,68.11,Debit Card,Cancelled,55205.36000000007,26195.69000000003
1572,U182,2025-04-29,P517,Electronics,Power Bank,2,68.27,UPI,Processing,55205.36000000007,26263.960000000032
1275,U109,2025-04-18,P288,Fashion,Jeans,4,68.35,UPI,Cancelled,55205.36000000007,26332.31000000003
1075,U046,2025-04-12,P550,Kitchen,Blender,1,68.53,UPI,Delivered,55205.36000000007,26400.84000000003
1413,U015,2025-04-12,P398,Electronics,Smartwatch,1,68.63,PayPal,Returned,55205.36000000007,26469.47000000003
1636,U168,2025-04-14,P770,Fashion,Jacket,5,68.63,Credit Card,Cancelled,55205.36000000007,26538.10000000003
1568,U048,2025-04-17,P192,Fashion,T-Shirt,3,68.65,Debit Card,Cancelled,55205.36000000007,26606.750000000033
1418,U149,2025-04-13,P323,Kitchen,Knife Set,3,68.71,PayPal,Returned,55205.36000000007,26675.460000000032
1890,U093,2025-04-08,P819,Electronics,Wireless Mouse,3,68.73,PayPal,Processing,55205.36000000007,26744.19000000003
1320,U131,2025-04-06,P643,Electronics,Bluetooth Headphones,1,68.79,UPI,Processing,55205.36000000007,26812.980000000032
1658,U008,2025-05-02,P330,Kitchen,Cutting Board,1,68.84,PayPal,Delivered,55205.36000000007,26881.820000000032
1522,U075,2025-04-16,P527,Books,Spark for Dummies,5,68.94,PayPal,Processing,55205.36000000007,26950.76000000003
1843,U158,2025-04-09,P864,Electronics,Bluetooth Headphones,1,68.95,Debit Card,Delivered,55205.36000000007,27019.710000000032
1675,U023,2025-04-26,P739,Home Decor,Wall Clock,3,68.98,Credit Card,Delivered,55205.36000000007,27088.69000000003
1012,U148,2025-04-24,P315,Fashion,Sunglasses,5,69.14,Credit Card,Processing,55205.36000000007,27157.83000000003
1469,U073,2025-04-05,P797,Fashion,Jacket,3,69.14,UPI,Cancelled,55205.36000000007,27226.97000000003
1116,U060,2025-04-28,P667,Electronics,Power Bank,4,69.15,PayPal,Cancelled,55205.36000000007,27296.12000000003
1940,U178,2025-04-13,P343,Electronics,Smartwatch,3,69.18,UPI,Processing,55205.36000000007,27365.300000000032
1299,U198,2025-04-21,P441,Kitchen,Microwave,5,69.21,Credit Card,Delivered,55205.36000000007,27434.51000000003
1254,U174,2025-04-23,P293,Home Decor,Photo Frame,4,69.34,Debit Card,Cancelled,55205.36000000007,27503.85000000003
1725,U149,2025-04-08,P395,Kitchen,Microwave,3,69.47,UPI,Processing,55205.36000000007,27573.320000000032
1774,U014,2025-04-19,P994,Kitchen,Microwave,2,69.5,Debit Card,Processing,55205.36000000007,27642.820000000032
1104,U120,2025-04-23,P287,Electronics,Bluetooth Headphones,5,69.51,Debit Card,Delivered,55205.36000000007,27712.33000000003
1246,U035,2025-04-30,P478,Electronics,USB-C Cable,4,69.6,UPI,Delivered,55205.36000000007,27781.93000000003
1867,U022,2025-04-22,P954,Fashion,Sneakers,4,69.68,PayPal,Processing,55205.36000000007,27851.61000000003
1772,U126,2025-04-28,P702,Books,Data Engineering 101,2,69.71,Credit Card,Delivered,55205.36000000007,27921.32000000003
1173,U085,2025-04-25,P563,Home Decor,Photo Frame,2,69.86,Debit Card,Processing,55205.36000000007,27991.18000000003
1618,U070,2025-04-05,P199,Electronics,Wireless Mouse,5,69.92,PayPal,Delivered,55205.36000000007,28061.100000000028
1983,U071,2025-04-16,P551,Fashion,Sneakers,5,70.19,UPI,Processing,55205.36000000007,28131.290000000026
1286,U020,2025-04-20,P314,Electronics,USB-C Cable,2,70.22,Debit Card,Processing,55205.36000000007,28201.510000000028
1607,U060,2025-04-05,P786,Home Decor,Wall Art,5,70.26,Debit Card,Cancelled,55205.36000000007,28271.770000000026
1102,U130,2025-04-10,P131,Fashion,T-Shirt,5,70.46,Credit Card,Cancelled,55205.36000000007,28342.230000000025
1381,U149,2025-04-22,P449,Fashion,Jeans,4,70.57,Debit Card,Delivered,55205.36000000007,28412.800000000025
1147,U030,2025-04-20,P505,Kitchen,Cutting Board,4,70.64,UPI,Processing,55205.36000000007,28483.440000000024
1651,U194,2025-04-25,P914,Home Decor,Wall Art,2,70.66,Debit Card,Returned,55205.36000000007,28554.100000000024
1310,U162,2025-04-21,P515,Electronics,Power Bank,2,70.81,UPI,Cancelled,55205.36000000007,28624.910000000025
1388,U180,2025-04-19,P632,Home Decor,Lamp,4,70.81,Debit Card,Returned,55205.36000000007,28695.720000000027
1763,U092,2025-04-30,P347,Fashion,Sneakers,2,70.83,Credit Card,Returned,55205.36000000007,28766.55000000003
1704,U007,2025-05-01,P444,Kitchen,Microwave,5,71.15,PayPal,Delivered,55205.36000000007,28837.70000000003
1624,U176,2025-04-22,P280,Kitchen,Cutting Board,1,71.17,UPI,Processing,55205.36000000007,28908.870000000028
1742,U155,2025-04-30,P239,Home Decor,Cushion Cover,3,71.24,UPI,Cancelled,55205.36000000007,28980.11000000003
1296,U138,2025-05-03,P453,Kitchen,Microwave,2,71.28,Credit Card,Returned,55205.36000000007,29051.39000000003
1960,U102,2025-04-13,P867,Books,AI Revolution,1,71.31,UPI,Processing,55205.36000000007,29122.70000000003
1660,U114,2025-04-21,P381,Electronics,USB-C Cable,5,71.36,UPI,Delivered,55205.36000000007,29194.06000000003
1091,U044,2025-05-03,P350,Home Decor,Lamp,5,71.38,PayPal,Returned,55205.36000000007,29265.44000000003
1175,U073,2025-04-28,P203,Fashion,Sneakers,4,71.6,Debit Card,Cancelled,55205.36000000007,29337.04000000003
1492,U145,2025-04-12,P149,Electronics,Smartwatch,2,71.6,Credit Card,Cancelled,55205.36000000007,29408.64000000003
1632,U198,2025-05-03,P952,Kitchen,Knife Set,3,71.6,Debit Card,Processing,55205.36000000007,29480.240000000027
1810,U003,2025-05-01,P599,Kitchen,Microwave,5,71.66,UPI,Cancelled,55205.36000000007,29551.900000000027
1696,U112,2025-04-10,P784,Books,AI Revolution,5,71.68,Debit Card,Cancelled,55205.36000000007,29623.580000000027
